Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discount Category,Loss Flag
Standard Class,Corporate,Freeport,Illinois,Central,Office Supplies,Storage,45.248,2,0.2,3.9592,8.75,Low Discount,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,59.904,2,0.2,14.2272,23.75,Low Discount,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,23.696,2,0.2,6.5164,27.499999999999996,Low Discount,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,7.968,2,0.2,2.8884,36.25,Low Discount,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,18.2,7,0.2,2.0475,11.25,Low Discount,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,27.552,3,0.2,-0.3444,-1.25,Low Discount,Loss
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,844.116,6,0.3,-36.1764,-4.285714285714286,Medium discount,Loss
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,76.752,3,0.2,-9.594,-12.5,Low Discount,Loss
Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Labels,3.0,1,0.2,1.05,35.0,Low Discount,Profit
Standard Class,Consumer,Pembroke Pines,Florida,South,Office Supplies,Binders,7.506,9,0.7,-6.0048,-80.0,High Discount,Loss
Standard Class,Consumer,Pembroke Pines,Florida,South,Office Supplies,Labels,16.56,2,0.2,5.796,35.0,Low Discount,Profit
Standard Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,79.92,4,0.0,34.3656,43.0,No Discount,Profit
Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,69.98,2,0.0,13.2962,19.0,No Discount,Profit
Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Binders,11.06,10,0.8,-18.802,-170.0,High Discount,Loss
Standard Class,Corporate,Fort Worth,Texas,Central,Furniture,Bookcases,623.4648,7,0.32,-119.1918,-19.117647058823533,Medium discount,Loss
Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Storage,772.68,5,0.2,-57.951,-7.500000000000001,Low Discount,Loss
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Appliances,283.14,4,0.1,72.358,25.55555555555556,Low Discount,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,635.96,4,0.0,165.3496,26.0,No Discount,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,118.99,1,0.0,33.3172,28.000000000000004,No Discount,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,272.94,3,0.0,30.0234,11.0,No Discount,Profit
Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,15.008,2,0.2,1.5008,10.0,Low Discount,Profit
Standard Class,Consumer,Logan,Utah,West,Office Supplies,Binders,33.088,4,0.2,11.1672,33.75,Low Discount,Profit
Standard Class,Consumer,Logan,Utah,West,Office Supplies,Storage,80.98,1,0.0,3.2392,3.9999999999999996,No Discount,Profit
Standard Class,Consumer,Logan,Utah,West,Technology,Accessories,82.8,12,0.0,6.624,8.0,No Discount,Profit
Standard Class,Consumer,Logan,Utah,West,Office Supplies,Storage,21.36,2,0.0,5.7672,27.0,No Discount,Profit
Standard Class,Consumer,Logan,Utah,West,Office Supplies,Binders,62.048,2,0.2,20.1656,32.5,Low Discount,Profit
Second Class,Consumer,Auburn,New York,East,Office Supplies,Fasteners,29.61,9,0.0,13.3245,45.0,No Discount,Profit
Same Day,Consumer,Raleigh,North Carolina,South,Technology,Phones,863.928,9,0.2,86.3928,10.0,Low Discount,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,241.92,4,0.4,-56.448,-23.333333333333332,Medium discount,Loss
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Bookcases,163.88,4,0.5,-81.94,-50.0,High Discount,Loss
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.486,2,0.7,-2.7888,-80.0,High Discount,Loss
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,-22.500000000000004,Low Discount,Loss
Standard Class,Consumer,Richmond,Indiana,Central,Technology,Phones,440.91,9,0.0,123.4548,27.999999999999996,No Discount,Profit
Standard Class,Consumer,Lancaster,Pennsylvania,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,-83.33333333333334,High Discount,Loss
First Class,Consumer,Tucson,Arizona,West,Furniture,Furnishings,51.968,2,0.2,10.3936,20.0,Low Discount,Profit
First Class,Consumer,Tucson,Arizona,West,Technology,Accessories,71.976,3,0.2,21.5928,30.0,Low Discount,Profit
First Class,Consumer,Tucson,Arizona,West,Furniture,Chairs,242.352,3,0.2,-42.4116,-17.5,Low Discount,Loss
First Class,Consumer,Tucson,Arizona,West,Office Supplies,Paper,221.92,5,0.2,77.672,35.0,Low Discount,Profit
First Class,Consumer,Tucson,Arizona,West,Office Supplies,Paper,8.448,2,0.2,2.64,31.25,Low Discount,Profit
Same Day,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,49.0,No Discount,Profit
Same Day,Consumer,Detroit,Michigan,Central,Furniture,Chairs,302.94,3,0.0,48.4704,16.0,No Discount,Profit
Same Day,Consumer,Detroit,Michigan,Central,Furniture,Chairs,142.36,2,0.0,38.4372,26.999999999999996,No Discount,Profit
Same Day,Consumer,Detroit,Michigan,Central,Furniture,Chairs,546.66,9,0.0,136.665,25.0,No Discount,Profit
Same Day,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,212.13,3,0.0,14.8491,7.000000000000001,No Discount,Profit
Standard Class,Home Office,Austin,Texas,Central,Office Supplies,Art,5.248,2,0.2,0.5904,11.25,Low Discount,Profit
Standard Class,Home Office,Austin,Texas,Central,Office Supplies,Storage,74.416,2,0.2,-14.8832,-20.0,Low Discount,Loss
Standard Class,Home Office,Austin,Texas,Central,Office Supplies,Paper,6.848,2,0.2,2.14,31.25,Low Discount,Profit
Standard Class,Home Office,Austin,Texas,Central,Furniture,Furnishings,7.996,1,0.6,-6.9965,-87.5,High Discount,Loss
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Appliances,8.712,2,0.8,-19.602,-225.0,High Discount,Loss
First Class,Consumer,Waterbury,Connecticut,East,Office Supplies,Supplies,65.17,7,0.0,18.8993,28.999999999999996,No Discount,Profit
First Class,Consumer,Waterbury,Connecticut,East,Office Supplies,Labels,14.62,2,0.0,6.8714,47.0,No Discount,Profit
First Class,Consumer,Waterbury,Connecticut,East,Furniture,Furnishings,173.24,4,0.0,17.324,10.0,No Discount,Profit
First Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,895.92,5,0.2,302.373,33.75,Low Discount,Profit
First Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,130.71,3,0.0,39.213,30.0,No Discount,Profit
First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,11.68,2,0.0,3.0368,26.0,No Discount,Profit
First Class,Consumer,Los Angeles,California,West,Technology,Accessories,62.31,3,0.0,22.4316,36.0,No Discount,Profit
Same Day,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,0.852,1,0.7,-0.5964,-70.0,High Discount,Loss
Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,35.0,Low Discount,Profit
Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Furnishings,56.568,2,0.6,-74.9526,-132.50000000000003,High Discount,Loss
First Class,Consumer,Portland,Oregon,West,Technology,Phones,344.704,2,0.2,38.7792,11.25,Low Discount,Profit
Standard Class,Consumer,Louisville,Colorado,West,Technology,Phones,201.584,2,0.2,20.1584,10.0,Low Discount,Profit
Second Class,Home Office,Seattle,Washington,West,Furniture,Tables,521.96,2,0.0,88.7332,17.0,No Discount,Profit
Standard Class,Consumer,Baltimore,Maryland,East,Office Supplies,Art,8.22,3,0.0,2.2194,26.999999999999996,No Discount,Profit
First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,45.36,7,0.0,21.7728,48.0,No Discount,Profit
Second Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,947.17,7,0.0,9.4717,1.0,No Discount,Profit
Second Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,61.96,2,0.0,27.882,45.0,No Discount,Profit
Second Class,Consumer,Aurora,Illinois,Central,Furniture,Tables,268.935,3,0.5,-209.7693,-77.99999999999999,High Discount,Loss
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,7.58,1,0.0,2.9562,39.0,No Discount,Profit
Same Day,Consumer,Athens,Georgia,South,Office Supplies,Labels,14.73,3,0.0,7.2177,49.0,No Discount,Profit
Standard Class,Home Office,Apopka,Florida,South,Office Supplies,Binders,9.888,2,0.7,-6.9216,-70.0,High Discount,Loss
Standard Class,Home Office,Apopka,Florida,South,Office Supplies,Appliances,671.544,3,0.2,50.3658,7.5,Low Discount,Profit
Second Class,Home Office,New York City,New York,East,Office Supplies,Storage,1117.92,4,0.0,55.896,5.0,No Discount,Profit
Second Class,Home Office,New York City,New York,East,Furniture,Bookcases,275.952,3,0.2,-37.9434,-13.749999999999998,Low Discount,Loss
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,123.144,7,0.2,46.179,37.5,Low Discount,Profit
Second Class,Consumer,Dallas,Texas,Central,Technology,Accessories,15.576,3,0.2,3.3099,21.25,Low Discount,Profit
Second Class,Consumer,San Diego,California,West,Office Supplies,Paper,212.64,6,0.0,99.9408,47.0,No Discount,Profit
Second Class,Consumer,San Diego,California,West,Office Supplies,Paper,9.87,3,0.0,4.5402,46.0,No Discount,Profit
Second Class,Consumer,San Diego,California,West,Technology,Accessories,53.25,3,0.0,20.7675,38.99999999999999,No Discount,Profit
Second Class,Consumer,San Diego,California,West,Furniture,Furnishings,19.92,3,0.0,9.5616,48.0,No Discount,Profit
Standard Class,Corporate,New York City,New York,East,Furniture,Chairs,658.746,3,0.1,146.388,22.222222222222225,Low Discount,Profit
Standard Class,Home Office,Lewiston,Maine,East,Office Supplies,Binders,8.26,2,0.0,3.8822,47.0,No Discount,Profit
Standard Class,Home Office,Lewiston,Maine,East,Office Supplies,Binders,29.84,2,0.0,13.428,45.0,No Discount,Profit
Standard Class,Home Office,Lewiston,Maine,East,Technology,Accessories,67.98,2,0.0,14.9556,22.0,No Discount,Profit
Standard Class,Consumer,Long Beach,California,West,Office Supplies,Labels,61.06,2,0.0,28.0876,46.0,No Discount,Profit
Standard Class,Consumer,Long Beach,California,West,Furniture,Tables,35.544,1,0.2,-0.8886,-2.5,Low Discount,Loss
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Labels,9.96,2,0.0,4.5816,46.0,No Discount,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Art,9.21,3,0.0,2.3025,25.0,No Discount,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Supplies,27.93,3,0.0,8.0997,29.000000000000004,No Discount,Profit
Same Day,Consumer,Rochester,Minnesota,Central,Office Supplies,Fasteners,7.9,2,0.0,2.528,32.0,No Discount,Profit
Same Day,Consumer,Rochester,Minnesota,Central,Office Supplies,Storage,221.16,4,0.0,57.5016,26.0,No Discount,Profit
Same Day,Consumer,Rochester,Minnesota,Central,Office Supplies,Binders,127.96,2,0.0,62.7004,49.00000000000001,No Discount,Profit
Same Day,Consumer,Rochester,Minnesota,Central,Office Supplies,Binders,18.69,3,0.0,9.1581,48.99999999999999,No Discount,Profit
Same Day,Corporate,San Francisco,California,West,Office Supplies,Supplies,25.35,3,0.0,7.605,30.0,No Discount,Profit
Same Day,Corporate,San Francisco,California,West,Furniture,Furnishings,35.28,3,0.0,11.9952,34.0,No Discount,Profit
First Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,33.4,5,0.0,16.032,48.00000000000001,No Discount,Profit
First Class,Corporate,Spokane,Washington,West,Technology,Machines,837.6,3,0.2,62.82,7.5,Low Discount,Profit
Standard Class,Consumer,Franklin,Tennessee,South,Technology,Phones,40.68,3,0.2,-9.153,-22.5,Low Discount,Loss
Standard Class,Consumer,Jackson,Tennessee,South,Furniture,Chairs,209.568,2,0.2,-23.5764,-11.249999999999998,Low Discount,Loss
Standard Class,Consumer,Austin,Texas,Central,Technology,Accessories,22.368,4,0.2,6.4308,28.749999999999996,Low Discount,Profit
Standard Class,Consumer,Pembroke Pines,Florida,South,Office Supplies,Binders,3.882,2,0.7,-2.588,-66.66666666666666,High Discount,Loss
Standard Class,Consumer,Pembroke Pines,Florida,South,Office Supplies,Paper,115.296,3,0.2,40.3536,35.0,Low Discount,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,1.908,2,0.7,-1.5264,-80.0,High Discount,Loss
Standard Class,Home Office,Danville,Illinois,Central,Office Supplies,Binders,43.372,7,0.8,-69.3952,-160.0,High Discount,Loss
Standard Class,Consumer,New York City,New York,East,Technology,Phones,783.96,4,0.0,219.5088,27.999999999999996,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,48.896,2,0.2,18.336,37.49999999999999,Low Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,7.856,2,0.2,2.8478,36.25,Low Discount,Profit
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Labels,5.904,2,0.2,1.9926,33.75,Low Discount,Profit
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Supplies,13.712,2,0.2,1.0284,7.5,Low Discount,Profit
Standard Class,Consumer,Chula Vista,California,West,Office Supplies,Envelopes,182.94,3,0.0,85.9818,47.0,No Discount,Profit
First Class,Consumer,San Francisco,California,West,Office Supplies,Art,27.76,4,0.0,9.9936,36.0,No Discount,Profit
Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,25.99,1,0.0,7.5371,28.999999999999996,No Discount,Profit
First Class,Corporate,San Antonio,Texas,Central,Technology,Accessories,113.52,5,0.2,29.799,26.25,Low Discount,Profit
First Class,Corporate,San Antonio,Texas,Central,Technology,Phones,359.88,3,0.2,22.4925,6.25,Low Discount,Profit
Same Day,Consumer,Jacksonville,North Carolina,South,Office Supplies,Paper,25.344,4,0.2,9.1872,36.25,Low Discount,Profit
Second Class,Home Office,San Francisco,California,West,Office Supplies,Binders,11.952,3,0.2,4.1832,35.0,Low Discount,Profit
Second Class,Home Office,San Francisco,California,West,Office Supplies,Supplies,6.24,3,0.0,1.872,30.0,No Discount,Profit
Second Class,Consumer,Avondale,Arizona,West,Technology,Phones,742.336,8,0.2,83.5128,11.25,Low Discount,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,6.464,1,0.6,-4.04,-62.5,High Discount,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Labels,11.52,5,0.2,4.176,36.25000000000001,Low Discount,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,222.384,2,0.2,16.6788,7.5,Low Discount,Profit
Standard Class,Home Office,Escondido,California,West,Office Supplies,Art,23.36,4,0.0,6.0736,26.0,No Discount,Profit
Second Class,Corporate,Long Beach,New York,East,Office Supplies,Labels,8.67,3,0.0,4.0749,47.0,No Discount,Profit
Second Class,Corporate,Long Beach,New York,East,Office Supplies,Supplies,25.71,3,0.0,6.6846,25.999999999999996,No Discount,Profit
Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Appliances,100.94,7,0.0,33.3102,33.0,No Discount,Profit
First Class,Consumer,Buffalo,New York,East,Furniture,Chairs,63.882,1,0.1,10.647,16.666666666666668,Low Discount,Profit
Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,683.144,4,0.3,0.0,0.0,Medium discount,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.476,3,0.8,-2.214,-150.0,High Discount,Loss
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Supplies,40.712,7,0.2,3.5623,8.75,Low Discount,Profit
Standard Class,Consumer,Wichita,Kansas,Central,Office Supplies,Paper,279.9,5,0.0,137.151,49.00000000000001,No Discount,Profit
Standard Class,Consumer,Colorado Springs,Colorado,West,Office Supplies,Art,13.12,5,0.2,1.148,8.75,Low Discount,Profit
Standard Class,Consumer,Colorado Springs,Colorado,West,Furniture,Bookcases,69.576,4,0.7,-143.7904,-206.66666666666669,High Discount,Loss
Standard Class,Consumer,Colorado Springs,Colorado,West,Office Supplies,Art,4.224,3,0.2,0.4752,11.25,Low Discount,Profit
Standard Class,Consumer,Colorado Springs,Colorado,West,Technology,Accessories,58.08,4,0.2,-6.534,-11.25,Low Discount,Loss
Standard Class,Consumer,Colorado Springs,Colorado,West,Furniture,Furnishings,52.416,9,0.2,15.0696,28.750000000000004,Low Discount,Profit
Standard Class,Consumer,Colorado Springs,Colorado,West,Furniture,Furnishings,54.92,5,0.2,10.984,20.0,Low Discount,Profit
Standard Class,Consumer,Colorado Springs,Colorado,West,Furniture,Tables,364.95,5,0.5,-248.166,-68.0,High Discount,Loss
Standard Class,Consumer,Colorado Springs,Colorado,West,Office Supplies,Paper,85.056,3,0.2,28.7064,33.75,Low Discount,Profit
Standard Class,Consumer,Colorado Springs,Colorado,West,Office Supplies,Paper,27.696,3,0.2,9.6936,35.0,Low Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,24.96,4,0.0,11.232,44.99999999999999,No Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,43.13,1,0.0,18.1146,42.0,No Discount,Profit
Standard Class,Consumer,Marietta,Georgia,South,Office Supplies,Binders,5.64,3,0.0,2.7072,48.0,No Discount,Profit
Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Binders,57.582,3,0.7,-44.1462,-76.66666666666666,High Discount,Loss
Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Paper,31.104,6,0.2,10.8864,35.0,Low Discount,Profit
Standard Class,Corporate,Jacksonville,Florida,South,Furniture,Furnishings,30.192,3,0.2,8.3028,27.499999999999996,Low Discount,Profit
Standard Class,Corporate,Jacksonville,Florida,South,Technology,Phones,43.6,5,0.2,4.36,10.0,Low Discount,Profit
Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Art,4.768,2,0.2,0.4172,8.75,Low Discount,Profit
Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Binders,10.38,2,0.7,-7.612,-73.33333333333333,High Discount,Loss
Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Binders,13.392,8,0.7,-9.8208,-73.33333333333334,High Discount,Loss
Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,39.594,1,0.4,-7.2589,-18.333333333333332,Medium discount,Loss
Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,91.008,9,0.2,19.3392,21.250000000000004,Low Discount,Profit
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,37.94,2,0.0,18.2112,48.00000000000001,No Discount,Profit
